rainfall_mm,temperature_celsius,elevation_m,ph,soil_texture_id,area_ha,latitude,longitude,coastal,riparian,nitrogen_fixing,shade_tolerant,bank_stabilising,slope,user_id,external_id
1958,23,585,6.2,12,0.37,-8.568797642,126.6757037,FALSE,FALSE,,,,13.11432311,,1
1958,23,481,6.2,12,0.49,-8.567577724,126.680149,FALSE,FALSE,,,,13.93727202,,2
2020,25,179,8.2,3,1.22,-8.642258981,126.6646508,FALSE,FALSE,,,,11.15152638,,3
2553,24,259,5.9,3,0.47,-8.639689701,126.6514579,FALSE,FALSE,,,,15.55242379,,4
2020,25,129,7,12,2.05,-8.643001397,126.6700838,FALSE,TRUE,,,,7.615144358,,5
2011,23,658,7,12,0.87,-8.579704096,126.7049109,FALSE,FALSE,,,,9.16786922,,6
2553,19,1312,6.2,12,0.12,-8.623681835,126.6353088,FALSE,FALSE,,,,30.07806001,,7
2011,23,745,7,12,0.36,-8.578946397,126.7119112,FALSE,FALSE,,,,20.86042451,,8
1958,24,451,7,12,0.32,-8.571145324,126.6864361,FALSE,FALSE,,,,17.73730906,,9
1958,24,421,7,12,0.98,-8.568298684,126.6854162,FALSE,FALSE,,,,7.997971483,,10
2020,25,127,7,12,2.15,-8.639065731,126.674616,FALSE,TRUE,,,,7.479811999,,11
2020,25,198,7,12,1.77,-8.641478337,126.6867108,FALSE,FALSE,,,,10.62135203,,12
1958,23,550,6.2,8,0.23,-8.555700645,126.680316,FALSE,TRUE,,,,21.89291788,,13
2020,24,373,5.9,3,0.06,-8.62460071,126.6540229,FALSE,FALSE,,,,11.31562491,,14
2553,24,246,5.9,3,0.45,-8.638688565,126.6522496,FALSE,TRUE,,,,4.935338263,,15
2553,23,957,6.2,12,0.68,-8.613457084,126.6452377,FALSE,FALSE,,,,27.03149651,,17
2020,24,300,7,12,0.82,-8.635077215,126.6940513,FALSE,FALSE,,,,17.22184564,,18
2553,23,887,6.2,12,0.25,-8.614348704,126.6458764,FALSE,FALSE,,,,37.33488189,,19
2553,23,930,6.2,12,0.25,-8.613405599,126.6464809,FALSE,FALSE,,,,33.61732781,,20
1967,24,579,8.2,3,0.81,-9.31067823,125.0646062,FALSE,FALSE,,,,12.13465243,,22
1967,24,582,8.2,3,0.93,-9.310502312,125.0650436,FALSE,FALSE,,,,14.85495336,,23
2059,23,670,8.2,3,2.14,-9.308452165,125.053319,FALSE,FALSE,,,,13.55482832,,228
1967,24,637,8.2,3,0.97,-9.317842086,125.0642102,FALSE,FALSE,,,,14.43861563,,24
1967,24,635,8.2,3,0.99,-9.318480597,125.0640532,FALSE,FALSE,,,,14.80490283,,25
1967,24,589,8.2,3,0.63,-9.314785179,125.0700661,FALSE,FALSE,,,,9.218781336,,26
2448,22,824,6,3,1.25,-9.186481924,125.1648406,FALSE,FALSE,,,,11.27137781,,127
2448,22,858,6,3,0.62,-9.188057359,125.1645159,FALSE,FALSE,,,,13.50894725,,128
2448,22,800,6,3,0.45,-9.185609659,125.1678109,FALSE,FALSE,,,,6.435797749,,129
2448,22,782,6,3,0.78,-9.184837502,125.1691391,FALSE,FALSE,,,,8.825532766,,130
2201,22,879,8.2,3,0.88,-9.28371648,125.0063124,FALSE,FALSE,,,,11.82102684,,85
2448,22,951,6.2,12,1.31,-9.192612655,125.1678577,FALSE,FALSE,,,,19.9207042,,131
2448,22,921,6.2,12,0.9,-9.192088612,125.1701213,FALSE,FALSE,,,,18.71013873,,132
2448,22,741,6.5,8,1.01,-9.187219166,125.1773272,FALSE,FALSE,,,,15.04053061,,87
2448,22,825,6,3,0.7,-9.186931859,125.165552,FALSE,FALSE,,,,11.36467779,,133
2478,22,999,6,3,0.36,-9.184524769,125.1437773,FALSE,FALSE,,,,14.38708243,,134
2478,22,1074,6.2,12,0.95,-9.189790847,125.1408962,FALSE,FALSE,,,,14.57474537,,88
2478,21,1079,6.2,12,0.95,-9.187883709,125.1459319,FALSE,FALSE,,,,12.55675811,,89
1580,25,21,7.5,4,0.3,-9.370770513,125.2139716,TRUE,FALSE,,,,3.60868395,,29
1580,26,31,7.5,4,0.45,-9.361740253,125.2072724,TRUE,FALSE,,,,2.255389914,,31
1580,25,12,7.5,4,4.92,-9.3771809,125.2154867,TRUE,FALSE,,,,3.5085674,,35
1538,25,10,7.5,4,1.89,-9.401127562,125.2015902,TRUE,FALSE,,,,2.541859197,,36
1734,24,429,7.2,12,0.21,-9.34754987,125.1184292,FALSE,FALSE,,,,6.40699091,,40
1734,24,381,6.7,12,4.08,-9.346822596,125.1301022,FALSE,TRUE,,,,13.40615751,,41
1734,25,31,6.7,12,1.22,-9.381360476,125.148759,TRUE,TRUE,,,,4.48473433,,44
1862,24,549,7.8,12,2.21,-9.338368443,125.1026206,FALSE,FALSE,,,,16.50070112,,46
2201,22,809,8.2,3,0.47,-9.268933252,125.0308376,FALSE,FALSE,,,,11.91448095,,90
2201,22,803,8.2,3,0.35,-9.269334132,125.030689,FALSE,FALSE,,,,13.24069056,,91
2478,22,1013,6.2,12,1.04,-9.188258831,125.1410117,FALSE,FALSE,,,,19.34031687,,92
2478,22,1021,6.2,12,0.8,-9.187973935,125.1424523,FALSE,FALSE,,,,9.983011894,,93
2478,22,1008,6.2,12,0.47,-9.187128294,125.1419329,FALSE,FALSE,,,,8.521787084,,94
2478,22,1001,6,3,0.55,-9.185282823,125.1419113,FALSE,FALSE,,,,13.11533839,,135
2201,22,870,8.2,3,1.5,-9.282785439,125.0086281,FALSE,FALSE,,,,18.78128893,,95
2201,22,799,8.2,3,0.48,-9.283472456,125.0118378,FALSE,FALSE,,,,11.25164231,,96
2201,22,909,8.2,3,0.41,-9.282576052,125.0072491,FALSE,FALSE,,,,12.13025398,,97
2201,22,846,8.2,3,0.33,-9.284393135,125.0081706,FALSE,FALSE,,,,18.7616446,,98
2201,22,861,8.2,3,0.72,-9.283969341,125.0077947,FALSE,FALSE,,,,16.97206618,,99
2201,22,906,8.2,3,0.17,-9.276628455,125.0090316,FALSE,FALSE,,,,13.87275706,,100
2201,22,887,8.2,3,0.47,-9.27727973,125.0098057,FALSE,FALSE,,,,16.1736756,,101
2478,22,835,8.2,3,1.27,-9.187162947,125.1182106,FALSE,FALSE,,,,8.957763288,,102
2448,22,702,6,3,0.98,-9.180576323,125.1715062,FALSE,TRUE,,,,9.405686335,,84
2201,22,826,8.2,3,0.61,-9.281035335,125.0112479,FALSE,FALSE,,,,11.50772393,,86
2201,22,842,8.2,3,0.68,-9.283748535,125.0085914,FALSE,FALSE,,,,16.84276389,,105
2201,22,828,8.2,3,0.39,-9.284247124,125.0089421,FALSE,FALSE,,,,13.24911848,,106
2201,23,796,8.2,3,1.45,-9.265143113,125.02822,FALSE,FALSE,,,,13.01336225,,108
2201,23,750,8.2,3,0.62,-9.264876799,125.0359974,FALSE,FALSE,,,,9.910204177,,109
2201,22,777,8.2,3,1.27,-9.266292149,125.0352565,FALSE,FALSE,,,,12.25916239,,110
2201,23,742,8.2,3,0.47,-9.262915027,125.0325959,FALSE,FALSE,,,,16.90478399,,111
2201,22,768,8.2,3,0.32,-9.266800227,125.024579,FALSE,TRUE,,,,12.8443148,,136
2478,22,934,8.2,3,1.14,-9.192925593,125.1210974,FALSE,FALSE,,,,8.743830382,,113
2478,22,940,6.2,12,1.17,-9.191277943,125.1247147,FALSE,FALSE,,,,10.24742791,,137
2478,22,938,6,3,1.33,-9.182100486,125.1429484,FALSE,FALSE,,,,17.08029086,,138
2478,22,1023,6,3,0.44,-9.186613667,125.1425462,FALSE,FALSE,,,,7.656227599,,139
2478,21,1055,6,3,1.03,-9.187222397,125.1449221,FALSE,FALSE,,,,10.00830699,,114
2478,22,997,6,3,0.34,-9.184199936,125.144267,FALSE,FALSE,,,,15.8868412,,115
2201,22,821,8.2,3,0.09,-9.268645413,125.0311728,FALSE,FALSE,,,,10.7322956,,117
2201,23,806,8.2,3,0.9,-9.265658105,125.0302723,FALSE,FALSE,,,,10.42232214,,140
1967,23,579,8.2,3,0.64,-9.329873269,125.0682036,FALSE,FALSE,,,,9.76116058,,50
1967,23,573,6.6,3,0.69,-9.330564875,125.0682766,FALSE,FALSE,,,,11.62733974,,51
1967,24,516,8.2,3,0.79,-9.306547338,125.0745422,FALSE,FALSE,,,,11.23671545,,52
1967,24,519,8.2,3,0.7,-9.306035952,125.0743561,FALSE,FALSE,,,,9.307347966,,53
2448,22,869,6.2,12,0.78,-9.18607075,125.1599426,FALSE,FALSE,,,,14.38747922,,141
2448,22,821,6,3,0.49,-9.18570484,125.1635655,FALSE,FALSE,,,,10.85595419,,142
2448,22,685,6,3,0.84,-9.180656156,125.1751719,FALSE,FALSE,,,,14.60500748,,118
2059,23,665,8.2,3,0.69,-9.30713188,125.0514791,FALSE,FALSE,,,,8.981241712,,119
2059,23,632,8.2,3,0.56,-9.306338844,125.048409,FALSE,FALSE,,,,11.75568401,,120
2201,23,704,8.2,3,1.25,-9.289308994,125.0188382,FALSE,FALSE,,,,11.27494917,,121
2201,23,744,8.2,3,0.52,-9.281868145,125.0337083,FALSE,FALSE,,,,9.086108448,,122
2201,23,743,8.2,3,0.69,-9.282628317,125.0339277,FALSE,FALSE,,,,7.059934333,,123
1967,24,547,8.2,3,2.01,-9.306905682,125.0637016,FALSE,FALSE,,,,14.19041984,,54
2201,23,698,8.2,3,0.4,-9.285741305,125.0308505,FALSE,FALSE,,,,19.02686105,,143
2201,23,794,8.2,3,0.5,-9.276701328,125.0328273,FALSE,FALSE,,,,15.92321036,,124
2201,23,776,8.2,3,0.65,-9.278103409,125.0336685,FALSE,FALSE,,,,13.24879654,,125
2201,23,731,8.2,3,1.12,-9.27640447,125.0270724,FALSE,FALSE,,,,10.57628389,,56
2478,22,932,6,3,0.91,-9.181386485,125.1518889,FALSE,FALSE,,,,10.7178173,,144
2448,22,831,6,3,0.31,-9.180588642,125.1573753,FALSE,FALSE,,,,11.18149252,,145
2448,22,832,6,3,0.61,-9.181980658,125.1593842,FALSE,FALSE,,,,14.24100311,,146
2478,22,1048,6.2,12,0.99,-9.185995338,125.1502439,FALSE,FALSE,,,,21.87301642,,147
2448,22,781,6,3,3.17,-9.178407109,125.1589554,FALSE,FALSE,,,,13.07693335,,148
2478,22,1053,8.2,3,0.6,-9.199739469,125.1141224,FALSE,FALSE,,,,14.55390664,,149
2478,22,1115,8.2,3,1.15,-9.201484699,125.1170541,FALSE,FALSE,,,,10.39915442,,150
2201,22,602,8.2,3,0.92,-9.282374622,125.0238928,FALSE,FALSE,,,,12.15734867,,151
2201,22,822,8.2,3,0.52,-9.278158641,125.0113579,FALSE,FALSE,,,,18.44519667,,152
2201,22,929,8.2,3,0.49,-9.275916797,125.0088278,FALSE,FALSE,,,,24.19170669,,57
2478,22,960,6.2,12,0.44,-9.187993834,125.1385396,FALSE,FALSE,,,,19.6079704,,153
2478,22,1033,8.2,3,1.41,-9.197964898,125.1150572,FALSE,FALSE,,,,15.35277179,,154
2478,22,929,8.2,3,0.4,-9.18694706,125.1377173,FALSE,TRUE,,,,11.60632914,,155
2366,21,736,6.6,3,1.73,-9.20738032,125.1792021,FALSE,FALSE,,,,12.14712866,,58
2366,22,698,6.6,3,0.39,-9.208373583,125.1812136,FALSE,FALSE,,,,7.903983161,,59
2448,21,815,6.2,12,0.41,-9.199958335,125.178358,FALSE,FALSE,,,,8.831855796,,60
2448,22,961,6.2,12,2.65,-9.184964926,125.1538864,FALSE,FALSE,,,,18.57878396,,156
2201,22,927,8.2,3,2.92,-9.25603315,125.0053604,FALSE,FALSE,,,,17.3502095,,157
2201,22,859,8.2,3,3.08,-9.259561596,125.0032965,FALSE,TRUE,,,,10.60676799,,158
2201,23,1021,8.2,3,0.63,-9.254922329,125.0152337,FALSE,FALSE,,,,6.178322856,,159
2201,23,843,8.2,3,1.16,-9.260984152,125.0267255,FALSE,FALSE,,,,11.80917323,,160
2201,23,844,8.2,3,2.06,-9.259723479,125.0264941,FALSE,FALSE,,,,14.50942983,,161
2201,22,888,8.2,3,0.44,-9.257791132,125.0014438,FALSE,FALSE,,,,15.37820512,,162
2201,23,918,8.2,3,1.15,-9.260123859,125.0237513,FALSE,FALSE,,,,13.33351739,,163
2217,23,815,8.2,3,0.41,-9.247531578,124.9936497,FALSE,FALSE,,,,7.772002584,,164
2228,23,848,8.2,3,0.92,-9.220050033,125.0349895,FALSE,TRUE,,,,20.0236169,,165
2201,23,858,8.2,3,0.52,-9.262615723,125.0229199,FALSE,TRUE,,,,20.15047171,,166
2366,23,315,6.6,3,1.34,-9.232832805,125.1892471,FALSE,FALSE,,,,16.18753598,,65
2366,23,309,6.6,3,1.05,-9.230402444,125.1908293,FALSE,TRUE,,,,5.064754833,,66
2366,23,414,6.6,3,0.76,-9.231686496,125.1862263,FALSE,FALSE,,,,11.63337523,,67
2448,22,629,6.5,8,5.12,-9.185818831,125.1825336,FALSE,TRUE,,,,9.317941861,,68
2448,22,635,6.5,8,0.84,-9.184387654,125.181221,FALSE,TRUE,,,,11.09475127,,69
2448,22,844,6.2,12,0.34,-9.191675145,125.1732916,FALSE,FALSE,,,,19.01112422,,167
2448,22,813,6,3,0.6,-9.181105567,125.1608279,FALSE,FALSE,,,,9.188054169,,168
2448,22,835,6.2,12,0.75,-9.188322225,125.168165,FALSE,FALSE,,,,10.43960058,,169
2448,22,640,6,3,1.23,-9.177738003,125.1750548,FALSE,FALSE,,,,12.24365089,,70
2201,23,813,8.2,3,0.97,-9.263934229,125.0245894,FALSE,TRUE,,,,11.93685567,,170
2201,22,793,8.2,3,1.95,-9.265959456,125.0238023,FALSE,TRUE,,,,12.98894652,,171
2201,22,746,8.2,3,0.42,-9.267604976,125.0251397,FALSE,TRUE,,,,9.03556543,,172
2201,22,732,8.2,3,1.49,-9.271302073,125.0276206,FALSE,FALSE,,,,11.64693944,,173
2448,21,834,6.2,12,0.6,-9.200668566,125.1778485,FALSE,FALSE,,,,10.31481929,,71
2448,21,811,6.2,12,0.94,-9.20305891,125.1785889,FALSE,FALSE,,,,12.5392986,,72
2366,22,729,6.6,3,1.44,-8.440942926,127.0262141,FALSE,FALSE,,,,2.007343027,,1843
2228,22,838,8.2,3,3.18,-9.234868303,125.0431584,FALSE,FALSE,,,,12.1532473,,174
2228,22,953,8.2,3,0.82,-9.230665,125.0448599,FALSE,FALSE,,,,21.25614012,,175
2228,23,750,8.2,3,0.92,-9.240964031,125.0519866,FALSE,FALSE,,,,18.96705371,,176
2228,23,737,8.2,3,1.24,-9.243207423,125.0460382,FALSE,FALSE,,,,18.90155413,,177
2448,22,895,6,3,0.69,-9.181120134,125.1542762,FALSE,FALSE,,,,11.16280142,,178
2478,22,1034,6.2,12,0.89,-9.187791889,125.1435256,FALSE,FALSE,,,,10.70997495,,179
2478,22,950,8.2,3,1.24,-9.184589441,125.1399632,FALSE,FALSE,,,,17.52395147,,180
2366,22,747,6.6,3,1.35,-9.220023323,125.1782805,FALSE,FALSE,,,,13.25644132,,75
2366,22,726,6.6,3,1.11,-9.216577088,125.1770546,FALSE,FALSE,,,,9.29503477,,76
2448,22,758,6.5,8,0.76,-9.187567766,125.1765164,FALSE,FALSE,,,,13.63554122,,77
2201,22,937,8.2,3,2.01,-9.256773517,125.009192,FALSE,TRUE,,,,8.926425085,,181
2536,22,1046,8.2,3,0.37,-9.22279724,125.0607978,FALSE,FALSE,,,,22.94303741,,182
2536,22,978,8.2,3,0.58,-9.217133999,125.0604423,FALSE,FALSE,,,,22.70816881,,183
2536,22,978,8.2,3,0.71,-9.217587091,125.0597967,FALSE,FALSE,,,,22.00757651,,184
2536,22,1022,8.2,3,1.37,-9.216265549,125.0672662,FALSE,FALSE,,,,16.86987933,,185
2536,22,1008,8.2,3,0.61,-9.217175558,125.065277,FALSE,FALSE,,,,13.23914912,,186
2536,22,1070,8.2,3,0.38,-9.223301203,125.0594196,FALSE,FALSE,,,,10.6331329,,187
2536,22,996,8.2,3,1.64,-9.224901408,125.0574927,FALSE,FALSE,,,,28.76698331,,188
2536,22,934,8.2,3,0.12,-9.226313956,125.0589585,FALSE,FALSE,,,,12.99205492,,189
2536,22,913,8.2,3,0.3,-9.227269411,125.0589763,FALSE,FALSE,,,,12.63386631,,190
2536,22,876,8.2,3,1.82,-9.227610766,125.0606094,FALSE,FALSE,,,,12.87972747,,191
2536,22,877,8.2,3,1.6,-9.226352085,125.0618989,FALSE,FALSE,,,,12.06624622,,192
2536,22,799,8.2,3,1.87,-9.22301876,125.0685487,FALSE,FALSE,,,,15.92241062,,193
2536,22,798,8.2,3,0.12,-9.221842305,125.0697333,FALSE,FALSE,,,,13.36241359,,80
2536,22,790,8.2,3,0.71,-9.221655553,125.0713972,FALSE,FALSE,,,,12.58397436,,194
2536,22,798,8.2,3,1.08,-9.221074371,125.0721124,FALSE,FALSE,,,,9.408729471,,195
2536,22,784,8.2,3,0.77,-9.220885937,125.073035,FALSE,FALSE,,,,9.54127418,,196
2536,22,827,8.2,3,0.27,-9.225729957,125.0642514,FALSE,FALSE,,,,13.0072849,,197
2536,22,857,8.2,3,0.1,-9.223079639,125.0647153,FALSE,FALSE,,,,14.28857408,,198
2536,22,811,8.2,3,0.88,-9.220640985,125.0708412,FALSE,FALSE,,,,13.57528312,,199
2536,22,812,8.2,3,0.17,-9.220792137,125.0702944,FALSE,FALSE,,,,14.06070705,,200
2536,22,834,8.2,3,0.48,-9.220285381,125.0697583,FALSE,FALSE,,,,23.34969614,,201
2536,22,753,8.2,3,2.11,-9.222894921,125.0719528,FALSE,FALSE,,,,14.35288639,,202
2536,21,719,8.2,3,0.9,-9.223421218,125.0743215,FALSE,TRUE,,,,9.571329823,,203
2536,22,863,8.2,3,0.85,-9.218102788,125.0739289,FALSE,FALSE,,,,21.75363803,,205
2536,22,805,8.2,3,0.4,-9.229453396,125.0628227,FALSE,FALSE,,,,13.77381348,,207
2536,22,873,8.2,3,0.42,-9.224714896,125.06296,FALSE,FALSE,,,,18.77045549,,206
2536,22,841,8.2,3,1.16,-9.22471422,125.0647425,FALSE,FALSE,,,,12.09133796,,208
2536,22,837,8.2,3,2.5,-9.21872131,125.0730179,FALSE,FALSE,,,,18.73449711,,209
2536,22,768,8.2,3,0.84,-9.22210224,125.0723784,FALSE,FALSE,,,,14.93718513,,210
2536,22,871,8.2,3,0.43,-9.222459373,125.0649039,FALSE,FALSE,,,,18.91488241,,211
2536,22,874,8.2,3,0.53,-9.226976589,125.0615595,FALSE,FALSE,,,,12.64233179,,212
2536,22,818,8.2,3,0.75,-9.229238007,125.062234,FALSE,FALSE,,,,15.66020783,,213
2382,22,964,8.2,3,0.95,-9.229004549,125.0543392,FALSE,FALSE,,,,19.2686006,,214
2228,22,779,8.2,3,3.25,-9.233403163,125.0380901,FALSE,FALSE,,,,13.23685087,,215
2536,22,724,8.2,3,0.46,-9.224383053,125.0717616,FALSE,FALSE,,,,15.27415285,,216
2536,22,920,8.2,3,0.74,-9.226057783,125.0599501,FALSE,FALSE,,,,15.55641896,,217
2536,22,1041,8.2,3,0.32,-9.221557254,125.0612807,FALSE,FALSE,,,,9.894430695,,219
2201,22,802,8.2,3,1.81,-9.266772807,125.0319104,FALSE,FALSE,,,,12.98397293,,220
2466,21,991,6.8,10,0.46,-8.624064083,126.5724503,FALSE,FALSE,,,,6.630299141,,605
1922,25,289,7.4,8,6.23,-8.560781225,126.5606556,FALSE,FALSE,,,,12.8797546,,1597
1922,25,376,7.4,8,4.84,-8.567674169,126.5575861,FALSE,FALSE,,,,15.22216199,,1598
1965,23,573,6.8,10,0.39,-8.61914771,126.5453863,FALSE,FALSE,,,,5.592611116,,1599
1487,26,245,7.9,12,0.6,-8.541298825,126.5479981,FALSE,FALSE,,,,9.673862533,,1600
2466,21,987,7,12,0.21,-8.619719182,126.5774722,FALSE,FALSE,,,,10.48207726,,1601
1487,26,366,7.4,8,0.69,-8.534387416,126.5597088,FALSE,FALSE,,,,9.619152618,,1602
1357,23,371,6.7,12,1.19,-8.429230208,127.0777855,FALSE,FALSE,,,,1.985486382,,1606
1357,23,369,6.7,12,0.82,-8.429797456,127.079999,FALSE,FALSE,,,,2.081978789,,1608
1371,24,400,6.7,12,0.28,-8.666623547,126.3623188,FALSE,FALSE,,,,10.31555626,,3026
1357,23,404,6.7,12,0.45,-8.413714597,127.0825974,FALSE,FALSE,,,,14.1113512,,1612
1357,23,364,6.7,12,0.61,-8.426851725,127.0839077,FALSE,FALSE,,,,2.575683029,,1613
1371,24,388,6.7,12,0.91,-8.443309745,127.025295,FALSE,FALSE,,,,1.795383079,,1614
1402,24,347,6.8,12,1.08,-8.517847781,127.0917489,FALSE,FALSE,,,,2.501736812,,1615
1402,24,341,7.1,8,3.44,-8.502899073,127.0951212,FALSE,FALSE,,,,1.852130015,,1616
1402,24,344,6.7,12,6.56,-8.507214296,127.0999751,FALSE,FALSE,,,,4.720134039,,1617
2466,23,498,6.8,10,1.7,-8.614204472,126.547026,FALSE,FALSE,,,,16.72029024,,1620
1487,26,295,7.9,12,5.59,-8.538680102,126.5561152,FALSE,FALSE,,,,13.92202592,,1621
1371,24,398,6.7,12,0.04,-8.440392415,127.0190776,FALSE,FALSE,,,,1.218430064,,1622
1487,26,296,7.4,8,6.75,-8.536919701,126.5536739,FALSE,FALSE,,,,13.71777497,,1623
2466,21,1022,7,12,0.16,-8.619626855,126.580101,FALSE,FALSE,,,,11.73206302,,1624
1357,23,372,6.7,12,4.34,-8.419061127,127.090133,FALSE,FALSE,,,,2.243817175,,1665
1357,23,365,6.7,12,0.87,-8.429051008,127.0838062,FALSE,FALSE,,,,3.637003229,,1625
1371,24,403,6.7,12,1.94,-8.441101344,127.0139903,FALSE,FALSE,,,,1.899729205,,1626
1371,24,403,6.7,12,13.72,-8.437190098,127.014317,FALSE,FALSE,,,,2.285982606,,1627
1433,25,354,6.8,12,4.25,-8.485421126,127.0490566,FALSE,FALSE,,,,1.8480802,,1288
1965,24,565,6.8,10,1.7,-8.613523514,126.5399533,FALSE,FALSE,,,,18.89181204,,1628
2466,21,1114,7,12,0.32,-8.54921963,126.3326261,FALSE,FALSE,,,,2.03725211,,2972
1487,26,323,7.4,8,13.23,-8.539044694,126.5593987,FALSE,FALSE,,,,12.86452744,,1629
1371,24,395,6.7,12,2.13,-8.436622958,127.019866,FALSE,FALSE,,,,2.763333241,,1632
1371,24,402,6.7,12,0.54,-8.434117276,127.0209823,FALSE,FALSE,,,,3.230416794,,1633
1357,23,371,6.7,12,1.98,-8.420675473,127.0876373,FALSE,FALSE,,,,2.066613114,,1634
1433,23,351,6.8,12,1.77,-8.4658234,127.0628517,FALSE,FALSE,,,,2.538665092,,1635
1357,23,359,6.7,12,0.55,-8.441020537,127.0843673,FALSE,FALSE,,,,5.429005188,,1636
1385,24,431,6.7,12,0.84,-8.509228314,126.9639272,FALSE,FALSE,,,,4.230668489,,1637
2466,20,1154,6,5,0.07,-8.635905772,126.57161,FALSE,FALSE,,,,9.673150452,,1641
1487,26,354,7.4,8,1.5,-8.53962368,126.5616801,FALSE,FALSE,,,,9.642067403,,1643
1371,24,409,6.7,12,0.13,-8.430297139,127.0215301,FALSE,FALSE,,,,3.670128742,,1644
2466,23,577,6.8,10,0.19,-8.619514306,126.546501,FALSE,FALSE,,,,6.810605776,,1645
1385,24,399,6.7,12,0.26,-8.534521066,127.0007583,FALSE,FALSE,,,,6.515851413,,1646
1371,24,387,6.7,12,0.81,-8.43907687,127.0298516,FALSE,FALSE,,,,2.640464264,,1647
1357,23,408,6.7,12,0.38,-8.412836711,127.0905289,FALSE,FALSE,,,,2.310319816,,1648
1357,23,371,6.7,12,0.22,-8.430259475,127.0733375,FALSE,FALSE,,,,2.2153257,,1649
1922,25,325,7.9,12,14.92,-8.549091056,126.5603367,FALSE,FALSE,,,,11.96879559,,1650
1487,26,282,7.4,8,0.25,-8.544737459,126.5577534,FALSE,FALSE,,,,4.020417846,,1651
1357,23,364,6.7,12,1.03,-8.436205717,127.0777694,FALSE,FALSE,,,,2.419722762,,1652
1357,23,353,6.7,12,2.05,-8.437774029,127.0872774,FALSE,FALSE,,,,2.299419344,,1653
1487,26,329,7.4,8,11.74,-8.542387255,126.5613224,FALSE,FALSE,,,,11.15380454,,1654
1922,25,474,7.4,8,3.78,-8.572299994,126.5532559,FALSE,FALSE,,,,21.00724203,,1655
1922,24,465,7,12,0.11,-8.585100179,126.5784044,FALSE,FALSE,,,,10.77979774,,1656
1487,26,272,7.9,12,1.76,-8.539789831,126.554498,FALSE,FALSE,,,,12.02525887,,1657
2466,21,1060,6.8,10,1,-8.622195065,126.5748672,FALSE,FALSE,,,,12.61008665,,1658
2466,23,622,6.8,10,0.67,-8.618949148,126.5538245,FALSE,FALSE,,,,11.27905131,,1659
1965,24,493,7.4,8,16.67,-8.615256201,126.5371763,FALSE,FALSE,,,,14.37564411,,1660
2466,21,1102,7,12,0.23,-8.625916466,126.572573,FALSE,FALSE,,,,15.92782316,,1329
1371,24,387,6.7,12,1.76,-8.445450622,127.02697,FALSE,FALSE,,,,2.053644008,,1661
1371,24,386,6.7,12,1.73,-8.444483625,127.0268703,FALSE,FALSE,,,,1.89324356,,1662
1433,24,356,6.7,12,1.51,-8.478313151,127.0492449,FALSE,FALSE,,,,1.642938297,,1663
1380,24,354,6.8,12,2.14,-8.486806099,127.0486309,FALSE,FALSE,,,,1.733675709,,1664
1487,26,262,7.4,8,13.51,-8.546147648,126.559334,FALSE,FALSE,,,,10.9034529,,1852
1965,22,766,8.2,3,0.24,-8.645398088,126.5445515,FALSE,FALSE,,,,7.755275477,,1666
