rainfall_mm,temperature_celsius,elevation_m,ph,soil_texture_id,area_ha,latitude,longitude,coastal,riparian,nitrogen_fixing,shade_tolerant,bank_stabilising,slope,user_id,external_id
1965,22,743,8.2,3,1.76,-8.646818549,126.5429203,FALSE,FALSE,,,,10.06808668,,1667
1965,24,477,8.2,3,1,-8.651906829,126.5105258,FALSE,FALSE,,,,7.799938814,,1668
1922,24,594,7.4,8,1.84,-8.595868882,126.5815295,FALSE,FALSE,,,,8.894123996,,1670
1922,24,569,7.4,8,3.09,-8.588502123,126.5673742,FALSE,FALSE,,,,11.21846043,,1671
1922,24,479,7.4,8,1.21,-8.582976539,126.5776001,FALSE,FALSE,,,,14.92580362,,1672
1922,24,472,7,12,0.18,-8.584500557,126.5782216,FALSE,FALSE,,,,15.64915862,,1673
1922,24,467,7,12,0.73,-8.585089961,126.5781922,FALSE,FALSE,,,,11.9763311,,1674
2466,23,835,6.8,10,0.82,-8.607072553,126.5671225,FALSE,FALSE,,,,14.3599776,,1675
1442,25,397,7.8,12,0.99,-8.486360051,126.9914893,FALSE,FALSE,,,,3.042810169,,1676
1385,23,465,7.8,12,3.88,-8.515168173,126.9511623,FALSE,FALSE,,,,3.625335703,,1677
1586,24,379,6.5,10,0.57,-8.579579698,126.8843117,FALSE,FALSE,,,,7.850843671,,1678
2034,25,322,8.2,3,0.42,-8.674692352,126.692286,FALSE,FALSE,,,,8.506919697,,1679
1371,23,396,6.7,12,0.17,-8.43182124,127.0383587,FALSE,FALSE,,,,1.741593081,,1680
1385,24,441,7.8,12,0.3,-8.521535124,126.9668107,FALSE,FALSE,,,,3.24365809,,1681
1407,24,342,6.5,10,2.69,-8.525589119,126.9176745,FALSE,FALSE,,,,8.42162761,,1682
1402,24,349,6.8,12,0.73,-8.512619574,127.0865434,FALSE,FALSE,,,,1.835531539,,1683
1492,25,39,7.2,12,0.59,-8.846740019,126.5011502,TRUE,FALSE,,,,8.244859283,,1685
1371,23,383,6.7,12,0.32,-8.436626251,127.0442636,FALSE,FALSE,,,,3.264063649,,1686
2034,25,298,8.2,3,0.24,-8.68004694,126.6970933,FALSE,FALSE,,,,10.88311639,,1687
1678,24,107,7.4,8,5.05,-8.780612726,126.5210945,FALSE,FALSE,,,,11.07803202,,1688
1591,25,81,5.9,3,0.74,-8.751643043,126.6884811,TRUE,FALSE,,,,19.57045406,,1689
1371,23,422,6.7,12,2.7,-8.423877542,127.0419685,FALSE,FALSE,,,,3.970826524,,1690
1402,24,343,6.8,12,1.1,-8.503146732,127.1023246,FALSE,FALSE,,,,2.998736748,,1691
1357,23,356,6.7,12,0.07,-8.444372323,127.0768218,FALSE,FALSE,,,,1.544570574,,1692
1489,24,194,7.9,12,0.46,-8.556138794,126.9226268,FALSE,FALSE,,,,3.304670371,,1693
1385,24,442,7.8,12,0.76,-8.520020716,126.9673321,FALSE,FALSE,,,,2.418505806,,1694
1371,23,391,6.7,12,0.52,-8.433898034,127.0452754,FALSE,FALSE,,,,5.174927089,,1695
1489,24,257,6.5,10,0.19,-8.554985688,126.916468,FALSE,FALSE,,,,8.340206563,,1696
1586,24,441,6.5,10,1.04,-8.593982536,126.8887564,FALSE,FALSE,,,,10.1148911,,1697
1371,23,393,6.7,12,0.24,-8.433450967,127.0455167,FALSE,FALSE,,,,6.083700438,,1698
1371,23,397,6.7,12,2.1,-8.431615435,127.0360487,FALSE,FALSE,,,,2.668063309,,1699
1357,23,391,6.7,12,2.05,-8.431983064,127.0491086,FALSE,FALSE,,,,2.791935444,,1700
1380,25,367,7.8,12,3.34,-8.492696485,127.0242414,FALSE,FALSE,,,,2.109098252,,1701
1481,25,5,8.2,3,2.66,-8.946064342,126.4753071,TRUE,FALSE,,,,2.623216957,,1702
1371,24,415,6.7,12,1.56,-8.42843272,127.0388822,FALSE,FALSE,,,,8.666653177,,1703
2034,25,336,8.2,3,0.61,-8.677781215,126.6899605,FALSE,FALSE,,,,9.659932562,,1704
1380,25,372,7.8,12,20.85,-8.491243206,127.0147364,FALSE,FALSE,,,,1.915070904,,1705
1371,23,401,6.7,12,0.4,-8.431540547,127.0479338,FALSE,FALSE,,,,5.832992151,,1706
1371,23,395,6.7,12,1.05,-8.433885237,127.0410418,FALSE,FALSE,,,,4.005987268,,1707
1371,23,402,6.7,12,0.21,-8.433066297,127.0407208,FALSE,FALSE,,,,2.659788986,,1708
1371,23,398,6.7,12,0.19,-8.433279633,127.0392606,FALSE,FALSE,,,,4.229311967,,1709
1371,23,391,6.7,12,0.68,-8.436903039,127.0387697,FALSE,FALSE,,,,1.946580897,,1710
1371,23,384,6.7,12,0.45,-8.439165119,127.0391351,FALSE,FALSE,,,,2.719252792,,1711
1385,24,445,7.8,12,0.38,-8.520736775,126.9666889,FALSE,FALSE,,,,2.813931795,,1713
1385,24,445,6.7,12,4.85,-8.523126083,126.9695209,FALSE,FALSE,,,,5.087835776,,1714
1385,24,440,7.8,12,0.95,-8.514142388,126.9609718,FALSE,FALSE,,,,4.3093043,,1716
1385,24,449,7.8,12,4.73,-8.522008801,126.9612952,FALSE,FALSE,,,,3.456234123,,1717
1407,23,482,6.6,12,1.53,-8.52708534,126.9455614,FALSE,FALSE,,,,6.781708626,,1718
1407,23,476,6.6,12,0.38,-8.527797945,126.9459241,FALSE,FALSE,,,,5.768792837,,1719
1385,23,459,7.8,12,1.28,-8.527842289,126.9542247,FALSE,FALSE,,,,3.574062539,,1720
1407,23,461,6.6,12,0.06,-8.527063947,126.9495689,FALSE,FALSE,,,,6.091478002,,1721
1385,23,464,6.6,12,0.65,-8.53202288,126.953886,FALSE,FALSE,,,,6.98768835,,1722
1407,23,476,7.8,12,1.79,-8.515766821,126.9471735,FALSE,FALSE,,,,2.474271148,,1723
1385,24,458,7.9,12,1.67,-8.50859091,126.951824,FALSE,FALSE,,,,6.540305499,,1724
1407,23,467,7.9,12,1.67,-8.510495675,126.9482204,FALSE,FALSE,,,,5.370280466,,1725
1467,23,497,6.6,12,0.54,-8.553138172,126.9659988,FALSE,FALSE,,,,2.276907864,,1726
1467,23,499,6.6,12,0.26,-8.553363752,126.9666474,FALSE,FALSE,,,,2.655207646,,1727
1385,23,441,7.8,12,2.55,-8.544777259,126.9741145,FALSE,FALSE,,,,5.467630387,,1729
1467,24,445,7.8,12,20.62,-8.550491788,126.9819623,FALSE,FALSE,,,,3.23235319,,1730
1385,23,450,7.8,12,10.1,-8.529008761,126.9575084,FALSE,FALSE,,,,4.429236178,,1731
1385,23,455,8.3,8,1.26,-8.527663686,126.9587111,FALSE,FALSE,,,,5.328124791,,1732
1385,23,461,6.6,12,0.65,-8.531051709,126.9548971,FALSE,FALSE,,,,7.015097945,,1733
1385,23,473,6.6,12,0.22,-8.530990406,126.9518497,FALSE,FALSE,,,,6.722075765,,1734
1385,23,459,7.8,12,0.91,-8.486442567,126.7766067,FALSE,FALSE,,,,10.26617891,,777
1385,23,461,7.8,12,4.59,-8.513467382,126.9518644,FALSE,FALSE,,,,3.975520262,,1737
1385,23,468,7.8,12,0.76,-8.514021887,126.9504843,FALSE,FALSE,,,,3.140081257,,1738
1407,23,469,7.8,12,1.42,-8.513805733,126.9498064,FALSE,FALSE,,,,2.12962628,,1739
1407,23,473,7.8,12,4.33,-8.513353109,126.9491203,FALSE,FALSE,,,,3.338490536,,1740
1407,23,474,7.8,12,3.42,-8.515353844,126.9485731,FALSE,FALSE,,,,3.203148466,,1741
1407,23,473,7.8,12,6.44,-8.512550699,126.9464239,FALSE,FALSE,,,,3.778737949,,1742
1407,23,477,7.8,12,3.46,-8.511685433,126.9453347,FALSE,FALSE,,,,4.427219594,,1743
1407,23,472,7.8,12,3.95,-8.510812488,126.9445609,FALSE,FALSE,,,,4.010320017,,1744
1385,23,453,7.8,12,0.46,-8.514678191,126.9550319,FALSE,FALSE,,,,4.612111294,,1745
1385,23,447,7.8,12,0.15,-8.515418824,126.9550612,FALSE,FALSE,,,,6.225159108,,1746
1371,23,402,6.7,12,0.39,-8.430206717,127.040023,FALSE,FALSE,,,,3.380750711,,1747
1385,23,461,7.8,12,0.3,-8.533735727,126.9603498,FALSE,FALSE,,,,3.243389112,,1749
1584,23,342,6.8,12,1.12,-8.469823622,127.1527923,FALSE,FALSE,,,,3.54106275,,1750
1584,23,361,6.7,12,1.28,-8.472246115,127.1589104,FALSE,FALSE,,,,10.35491762,,1751
1407,23,469,6.6,12,0.45,-8.527939079,126.9471924,FALSE,FALSE,,,,7.207647459,,1752
1433,23,350,6.8,12,17.07,-8.46220697,127.0706404,FALSE,FALSE,,,,2.282549624,,1753
1357,23,354,6.7,12,0.66,-8.437917281,127.085766,FALSE,FALSE,,,,2.630224594,,1754
1433,23,350,6.8,12,0.59,-8.456758719,127.0716952,FALSE,FALSE,,,,1.547718405,,1756
1433,23,346,6.8,12,7.56,-8.472035182,127.072881,FALSE,FALSE,,,,2.948502424,,1757
1385,24,407,7.8,12,0.61,-8.50582655,126.9828165,FALSE,FALSE,,,,2.229279178,,1759
1385,24,408,7.8,12,0.76,-8.506328908,126.9825923,FALSE,FALSE,,,,2.861492703,,1760
1433,23,357,6.7,12,4.55,-8.457350227,127.0669063,FALSE,FALSE,,,,3.977035986,,1761
1442,25,392,7.8,12,6.21,-8.489315602,126.9894856,FALSE,FALSE,,,,2.306925152,,1762
1442,25,396,7.8,12,2.84,-8.490349751,126.9894632,FALSE,FALSE,,,,2.775022977,,1763
1385,24,411,7.8,12,0.64,-8.509478153,126.9819092,FALSE,FALSE,,,,1.669570463,,1764
1380,25,371,7.8,12,2.59,-8.489434978,127.017717,FALSE,FALSE,,,,2.00686003,,1765
1584,23,342,6.8,12,2.78,-8.469194635,127.1538592,FALSE,FALSE,,,,3.180221541,,1766
1380,25,364,7.8,12,1.22,-8.493706843,127.0290388,FALSE,FALSE,,,,2.127801174,,1767
1385,23,456,7.8,12,0.42,-8.530873119,126.9605637,FALSE,FALSE,,,,1.742655453,,1768
1385,23,448,6.6,12,3.92,-8.535827192,126.9654811,FALSE,FALSE,,,,3.647663597,,1769
1371,23,398,6.7,12,0.06,-8.430590962,127.0396339,FALSE,FALSE,,,,4.488696463,,1770
1402,24,348,6.8,12,0.57,-8.519889361,127.0911867,FALSE,FALSE,,,,1.648061747,,1771
1371,23,410,6.7,12,0.91,-8.429135978,127.0427565,FALSE,FALSE,,,,2.660419696,,1772
1371,24,405,6.7,12,1.15,-8.428835494,127.0374946,FALSE,FALSE,,,,3.63893346,,1773
1402,24,349,6.8,12,0.45,-8.516158128,127.0867559,FALSE,FALSE,,,,1.968925394,,1774
1402,24,349,6.8,12,0.53,-8.518765232,127.0920717,FALSE,FALSE,,,,1.736774305,,1775
1402,24,349,6.7,12,0.45,-8.519727597,127.0921692,FALSE,FALSE,,,,3.38302033,,1776
1402,23,353,6.7,12,0.97,-8.520652832,127.0920245,FALSE,FALSE,,,,2.851824765,,1777
1402,24,343,6.8,12,0.31,-8.506997178,127.0941816,FALSE,FALSE,,,,4.278339077,,1778
1459,23,350,6.7,12,0.19,-8.506264366,127.1040195,FALSE,FALSE,,,,0.954841254,,1779
1493,22,342,6.8,12,0.57,-8.477575009,127.1335725,FALSE,FALSE,,,,2.331119743,,1780
1493,23,343,6.8,12,0.78,-8.483482109,127.1240972,FALSE,FALSE,,,,3.784913674,,1781
1371,23,387,6.7,12,0.2,-8.435002056,127.0364822,FALSE,FALSE,,,,2.433667622,,1782
1380,24,373,6.7,12,5.51,-8.450896325,127.0405088,FALSE,FALSE,,,,2.187339572,,1783
1371,23,394,6.7,12,0.4,-8.433799683,127.0382617,FALSE,FALSE,,,,2.880695425,,1784
1371,23,396,6.7,12,0.07,-8.433186582,127.0382597,FALSE,FALSE,,,,3.438912395,,1785
1385,23,446,7.8,12,0.63,-8.515568205,126.9557597,FALSE,FALSE,,,,4.941632813,,1786
1385,23,452,7.8,12,0.69,-8.527550296,126.9571033,FALSE,FALSE,,,,6.854130129,,1787
1385,23,454,7.8,12,0.45,-8.518274689,126.9527498,FALSE,FALSE,,,,6.648930558,,1789
1385,23,454,6.6,12,1.05,-8.534983355,126.9628484,FALSE,FALSE,,,,3.871664035,,1790
1385,24,444,7.8,12,0.75,-8.522747434,126.9672273,FALSE,FALSE,,,,4.377660162,,1791
1385,23,452,6.6,12,0.99,-8.53544198,126.9636447,FALSE,FALSE,,,,3.973511237,,1792
1407,23,463,6.6,12,0.2,-8.519712438,126.9469906,FALSE,FALSE,,,,4.411169244,,1793
1371,23,414,6.7,12,2.15,-8.426012923,127.0443165,FALSE,FALSE,,,,7.795005632,,1794
1584,23,352,6.7,12,1.93,-8.471092495,127.1588105,FALSE,FALSE,,,,2.716179283,,1795
1492,26,70,6.7,12,1.4,-8.809012467,126.5315252,TRUE,FALSE,,,,6.030224833,,1796
1433,23,350,6.8,12,2.97,-8.458983757,127.0747627,FALSE,FALSE,,,,1.856793269,,1797
1385,24,417,6.7,12,0.85,-8.534934178,126.9904859,FALSE,FALSE,,,,2.823845872,,1801
1586,24,401,6.5,10,1.03,-8.576897412,126.8791883,FALSE,FALSE,,,,21.3058018,,1802
1357,23,355,6.7,12,2.95,-8.443849171,127.0778518,FALSE,FALSE,,,,2.581191242,,1803
1489,24,262,6,3,2.7,-8.562173331,126.9167794,FALSE,FALSE,,,,11.06313191,,1804
1380,25,365,7.8,12,2.61,-8.495901316,127.0274391,FALSE,FALSE,,,,1.743446592,,1805
1371,24,405,6.7,12,0.04,-8.429598797,127.0353271,FALSE,FALSE,,,,1.719155747,,1806
1371,23,380,6.7,12,0.35,-8.437275637,127.0437016,FALSE,FALSE,,,,2.781619367,,1807
1492,25,3,8.2,3,1.85,-8.94651548,126.4763268,TRUE,FALSE,,,,2.184507463,,1808
1402,23,369,6.7,12,1.14,-8.522197897,127.096896,FALSE,FALSE,,,,3.624525719,,1809
1573,25,52,7.2,12,0.93,-8.841731448,126.4999489,TRUE,FALSE,,,,4.983086994,,1811
1489,23,364,7.9,12,0.59,-8.555588031,126.9477775,FALSE,FALSE,,,,8.289560796,,1812
2034,25,293,8.2,3,0.32,-8.677861577,126.698639,FALSE,FALSE,,,,5.976560232,,601
1678,25,80,7.4,8,0.29,-8.775768509,126.5438662,TRUE,FALSE,,,,17.67003376,,1815
1492,25,144,7.4,8,0.12,-8.79674132,126.5208226,FALSE,FALSE,,,,8.18320574,,1816
1433,23,351,6.8,12,8.55,-8.458504144,127.0693928,FALSE,FALSE,,,,2.947227745,,1817
1492,26,62,6.7,12,2.96,-8.808023417,126.5322049,TRUE,FALSE,,,,9.651556266,,1818
1433,23,363,6.7,12,5.55,-8.453982012,127.052563,FALSE,FALSE,,,,2.351025046,,1819
1489,24,263,6,3,0.94,-8.561214855,126.9159709,FALSE,FALSE,,,,10.90182832,,1820
2034,25,312,8.2,3,1.01,-8.674333236,126.697182,FALSE,FALSE,,,,13.06988167,,1821
1402,23,351,6.7,12,0.23,-8.517443742,127.0942667,FALSE,FALSE,,,,1.310469557,,1822
1489,24,194,7.9,12,0.1,-8.556115958,126.9235177,FALSE,TRUE,,,,2.728068964,,1823
1779,25,51,7.5,4,1.48,-8.77292807,126.5531485,TRUE,FALSE,,,,5.225740134,,1824
1489,23,378,7.9,12,0.24,-8.554921237,126.9475033,FALSE,FALSE,,,,11.25733535,,1825
1371,24,397,6.7,12,0.25,-8.431147628,127.0394217,FALSE,FALSE,,,,1.853729746,,1826
1489,24,357,7.9,12,1.33,-8.482738255,126.335283,FALSE,FALSE,,,,7.916973183,,2759
1371,23,393,6.7,12,0.34,-8.433803891,127.0370886,FALSE,FALSE,,,,1.844762221,,1829
1433,23,350,6.8,12,0.77,-8.459478663,127.0742748,FALSE,FALSE,,,,2.64230552,,1830
1493,22,345,6.8,12,0.74,-8.486376702,127.1217636,FALSE,FALSE,,,,4.757603758,,1831
1493,22,344,6.8,12,0.58,-8.486696163,127.1214157,FALSE,FALSE,,,,4.982749637,,1832
1402,24,349,6.8,12,2.28,-8.515162036,127.0865858,FALSE,FALSE,,,,2.642656798,,1833
1371,23,392,6.7,12,0.74,-8.434480795,127.037274,FALSE,FALSE,,,,2.277118999,,1837
1371,23,391,6.7,12,0.63,-8.434782992,127.039569,FALSE,FALSE,,,,2.650504396,,1838
1385,24,451,7.8,12,4.94,-8.522465556,126.9644601,FALSE,FALSE,,,,4.082159291,,1839
1922,25,359,7.4,8,2.42,-8.564594954,126.5646058,FALSE,FALSE,,,,10.91458524,,1841
1371,24,389,6.7,12,1.01,-8.440084915,127.0268667,FALSE,FALSE,,,,2.723809171,,1842
1357,23,373,6.7,12,0.77,-8.420668822,127.0849977,FALSE,FALSE,,,,1.4760572,,1844
1479,24,408,6.7,12,7.47,-8.551408913,127.0091571,FALSE,FALSE,,,,3.359321915,,1845
1371,24,402,6.7,12,0.9,-8.432218276,127.0276285,FALSE,FALSE,,,,2.656726032,,1846
1922,25,339,7.4,8,10.94,-8.561663387,126.5652719,FALSE,FALSE,,,,12.78197092,,1847
1357,23,366,6.7,12,0.64,-8.426309339,127.0862572,FALSE,FALSE,,,,1.891510935,,1848
1380,24,369,7.8,12,2.06,-8.459312083,127.0325695,FALSE,FALSE,,,,1.66537651,,1849
1380,24,380,6.7,12,1.03,-8.450362668,127.0348912,FALSE,FALSE,,,,2.255034675,,1850
1119,25,213,5.6,10,0.56,-8.597570116,125.4006655,FALSE,FALSE,,,,19.48901517,,1854
1608,23,682,5.6,10,3.31,-8.645250603,125.4175334,FALSE,FALSE,,,,15.91058377,,1857
1608,25,323,5.6,10,4.07,-8.609854098,125.441216,FALSE,TRUE,,,,21.06233727,,1858
1608,24,448,5.6,10,2.28,-8.612716294,125.4348424,FALSE,FALSE,,,,15.81853129,,1859
2009,23,686,5.8,3,0.19,-8.622964932,125.3537215,FALSE,FALSE,,,,11.2746018,,1861
2009,23,714,5.8,3,0.39,-8.624709271,125.3554734,FALSE,FALSE,,,,18.73447657,,1862
2009,23,654,5.8,3,0.23,-8.624826384,125.3560951,FALSE,FALSE,,,,24.99035722,,1860
1342,27,106,5.6,10,1.74,-8.598483532,125.3496696,FALSE,FALSE,,,,17.13893263,,1864
1342,27,73,5.6,10,0.42,-8.59663452,125.3440159,TRUE,FALSE,,,,8.204126385,,1865
2061,26,293,5.6,10,0.83,-8.604926886,125.3484953,FALSE,FALSE,,,,10.76640358,,2191
2094,23,572,5.6,10,2.67,-8.657033379,125.4221564,FALSE,FALSE,,,,8.471035271,,1869
2009,24,412,8.2,3,1.04,-8.614169323,125.3610462,FALSE,FALSE,,,,25.78799718,,1870
2009,25,464,8.2,3,1.33,-8.616827212,125.3571436,FALSE,FALSE,,,,25.64104727,,1871
2009,24,399,8.2,3,4.86,-8.616453203,125.3615398,FALSE,TRUE,,,,27.53514345,,1872
2009,26,208,5.6,10,0.13,-8.607827732,125.3568262,FALSE,FALSE,,,,23.29110444,,1873
2009,26,200,5.6,10,0.66,-8.604934265,125.3566916,FALSE,FALSE,,,,24.69947603,,1874
1301,26,82,8.2,3,0.13,-8.595404131,125.3563643,TRUE,TRUE,,,,5.581141088,,1875
2009,25,480,8.2,3,0.58,-8.614699523,125.3582275,FALSE,FALSE,,,,24.38785604,,1876
2061,26,255,5.6,10,0.44,-8.604541787,125.346983,FALSE,FALSE,,,,19.93471545,,1877
2061,26,268,5.6,10,0.5,-8.604088636,125.3475185,FALSE,FALSE,,,,16.39145979,,1878
2061,26,191,5.6,10,1.64,-8.601637536,125.3463671,FALSE,TRUE,,,,17.6763362,,1879
2061,26,314,5.6,10,5.15,-8.60668052,125.3464051,FALSE,TRUE,,,,17.32418714,,1880
1342,27,60,5.6,10,2.2,-8.596902133,125.345328,TRUE,FALSE,,,,10.80333864,,1881
2061,25,597,5.8,3,0.76,-8.617540487,125.3495444,FALSE,FALSE,,,,15.35425874,,1882
2061,26,337,5.6,10,0.38,-8.606987143,125.3489975,FALSE,FALSE,,,,11.62975891,,1883
1608,23,592,5.6,10,1.65,-8.653205226,125.4219484,FALSE,FALSE,,,,12.10716548,,1885
2094,23,573,5.6,10,2.16,-8.659355122,125.4211927,FALSE,TRUE,,,,9.819291784,,1886
2094,23,641,5.6,10,1.44,-8.657630282,125.4177256,FALSE,FALSE,,,,12.75657347,,1887
1608,22,628,7.5,4,2.28,-8.635950928,125.413797,FALSE,FALSE,,,,6.6857343,,1891
1608,23,629,7.5,4,4.66,-8.635798794,125.4148218,FALSE,FALSE,,,,9.913691431,,1892
1608,23,639,5.6,10,1.35,-8.632192264,125.4154741,FALSE,FALSE,,,,14.50514457,,1893
1608,23,661,5.6,10,1.41,-8.630958306,125.4191243,FALSE,FALSE,,,,15.72649072,,1894
1608,23,648,5.6,10,4.31,-8.646071797,125.4150421,FALSE,FALSE,,,,17.02100781,,1895
1608,22,626,0,4,0.85,-8.648388114,125.4097577,FALSE,FALSE,,,,5.000368526,,1896
1608,23,672,5.6,10,38.48,-8.638699327,125.4186774,FALSE,FALSE,,,,10.45936766,,1897
1608,22,627,0,4,1.48,-8.647635026,125.4099478,FALSE,FALSE,,,,4.891972966,,1898
1608,22,628,7.5,4,0.41,-8.646861118,125.411504,FALSE,FALSE,,,,6.683557678,,1899
1608,22,619,7.5,4,1.18,-8.649395982,125.4122714,FALSE,FALSE,,,,3.195275983,,1900
1608,22,747,5.6,10,7,-8.629596976,125.4107767,FALSE,FALSE,,,,16.82597433,,1901
2094,23,642,0,10,1.22,-8.492753772,126.7718718,FALSE,FALSE,,,,14.23380012,,745
1608,23,624,5.6,10,0.8,-8.648773126,125.4143924,FALSE,FALSE,,,,10.03607501,,1903
1608,23,631,5.6,10,0.31,-8.647074011,125.4143195,FALSE,FALSE,,,,12.61929885,,1904
1608,22,713,5.6,10,11.63,-8.630304885,125.4091914,FALSE,FALSE,,,,16.3094641,,1905
2094,23,609,7.5,4,0.8,-8.654722712,125.4118376,FALSE,FALSE,,,,4.050545573,,1906
1608,23,450,5.8,3,0.27,-8.622052695,125.3992544,FALSE,FALSE,,,,19.76101654,,1910
1608,23,576,5.8,3,0.24,-8.624287047,125.3971586,FALSE,FALSE,,,,18.86386032,,1911
1608,22,688,5.8,3,0.42,-8.628448578,125.3962181,FALSE,FALSE,,,,22.16032552,,1913
1608,22,665,5.6,10,2.45,-8.63404086,125.4098965,FALSE,FALSE,,,,12.16684242,,1915
1608,23,666,5.6,10,1.4,-8.63590034,125.4166822,FALSE,FALSE,,,,18.23338745,,1917
1608,23,663,5.6,10,1.3,-8.635349808,125.4173539,FALSE,FALSE,,,,16.31768201,,1918
1608,23,667,5.6,10,1.53,-8.632997517,125.415824,FALSE,FALSE,,,,16.94228619,,1919
1608,23,630,7.5,4,0.76,-8.633578524,125.4142911,FALSE,FALSE,,,,5.209758962,,1920
1608,23,628,7.5,4,1.02,-8.634053818,125.4141726,FALSE,FALSE,,,,3.911959491,,1921
1608,22,616,7.5,4,1.15,-8.650243079,125.412733,FALSE,FALSE,,,,3.761278132,,1922
1608,22,637,5.6,10,7.75,-8.638888116,125.4138102,FALSE,FALSE,,,,9.293895729,,1923
1608,22,655,7.5,4,1.14,-8.638953348,125.4090593,FALSE,FALSE,,,,17.10310795,,1924
2157,22,927,5.6,10,0.13,-8.657767853,125.1952075,FALSE,FALSE,,,,21.30434741,,1925
2040,22,774,5.8,3,0.67,-8.658591897,125.1995346,FALSE,FALSE,,,,22.8527356,,1926
2040,22,705,5.7,10,0.7,-8.655190144,125.2000047,FALSE,FALSE,,,,25.14372787,,1927
2040,22,694,5.6,10,1.18,-8.65915942,125.2136097,FALSE,FALSE,,,,17.85404351,,1928
2040,22,796,5.8,3,0.32,-8.655369508,125.2157493,FALSE,FALSE,,,,20.61892621,,1930
2040,22,759,5.6,10,0.86,-8.657613235,125.2117091,FALSE,FALSE,,,,19.14079974,,1931
2040,22,770,5.6,10,0.48,-8.65610107,125.2148531,FALSE,FALSE,,,,12.57700703,,1933
2040,22,752,5.7,10,1.26,-8.655449432,125.2166543,FALSE,FALSE,,,,24.71809424,,1934
2040,22,741,5.6,10,0.94,-8.65925853,125.2124594,FALSE,FALSE,,,,19.73328427,,1935
2040,22,679,5.7,10,0.56,-8.659538842,125.2142196,FALSE,FALSE,,,,17.07017161,,1936
2040,22,686,5.7,10,1.44,-8.658926326,125.2164712,FALSE,FALSE,,,,20.10140468,,1937
2040,22,806,5.6,10,0.88,-8.656259046,125.2082128,FALSE,FALSE,,,,29.8635806,,1938
2040,22,733,5.7,10,0.84,-8.654049071,125.2099616,FALSE,FALSE,,,,31.14440763,,1939
1690,23,695,5.7,10,0.18,-8.651424756,125.2115067,FALSE,FALSE,,,,24.45690672,,1940
1690,23,813,5.7,10,0.44,-8.651316084,125.2145721,FALSE,FALSE,,,,22.60989651,,1941
2040,22,698,5.7,10,0.13,-8.658446101,125.216086,FALSE,FALSE,,,,21.10816996,,1942
2040,22,714,5.7,10,0.27,-8.657735648,125.2146388,FALSE,FALSE,,,,15.12658083,,1943
2040,22,710,5.6,10,0.17,-8.657435915,125.2133376,FALSE,FALSE,,,,12.62012965,,1944
2040,22,782,5.6,10,0.84,-8.655696847,125.2123665,FALSE,FALSE,,,,21.56105531,,1945
2040,22,732,5.6,10,0.22,-8.6618941,125.2086782,FALSE,FALSE,,,,21.921015,,1946
2157,22,877,5.8,3,0.32,-8.656813514,125.1968224,FALSE,FALSE,,,,15.20784205,,1947
2157,22,920,5.6,10,0.7,-8.659355147,125.1953359,FALSE,FALSE,,,,17.45974172,,1948
2157,22,1000,5.6,10,0.07,-8.661726721,125.1928316,FALSE,FALSE,,,,12.93442731,,1949
2098,22,919,5.6,10,0.09,-8.662666899,125.1983166,FALSE,FALSE,,,,29.6145981,,1950
